genet.ID,Away.nursery,Home.nursery,tube.id,sample_name,type,duplicates,species,Swap,PCRplate,Other.name,Collection.Site,Latitude,Longitude,Collected.by,Collection.date,Collection.permit,frag.id,ed50
Acer061,Mote,CRF,70,Acer70,sample,dup,Acer,Frozen,1,u21,Patch Reef inside Molasses Trench area,25,-80.25,CRF,4/1/10,FKNMS-2011-150,Acer061 CRF Mote Frozen,36.1787595
Acer062,FWC,CRF,25,Acer25,sample,,Acer,Frozen,1,M18,off Long Key,24.77885056,-80.73490143,FWC,4/20/10,FKNMS-2015-129-A2,Acer062 CRF FWC Frozen,NA
Acer062,NSU,CRF,187,Acer187,sample,,Acer,Frozen,3,M18,off Long Key,24.77885056,-80.73490143,FWC,4/20/10,FKNMS-2015-129-A2,Acer062 CRF NSU Frozen,NA
Acer071,NSU,CRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.65444692
Acer071,Mote,CRF,33,Acer33,sample,,Acer,Frozen,1,u73,"glenn, Remnant coral off Tavernier, Near U46",25,-80.25,CRF,10/17/10,FKNMS-2011-150,Acer071 CRF Mote Frozen,36.10730273
Acer071,FWC,CRF,29,Acer29,sample,,Acer,Frozen,1,u73,"glenn, Remnant coral off Tavernier, Near U46",25,-80.25,CRF,10/17/10,FKNMS-2011-150,Acer071 CRF FWC Frozen,36.18246113
Acer089,NSU,CRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.69280796
Acer089,Mote,CRF,6,Acer6,sample,,Acer,Frozen,1,u68,"Near Condo1, Jim",24.48999977,-80.38999939,CRF,10/28/10,FKNMS-2011-150,Acer089 CRF Mote Frozen,35.71162496
Acer089,CRF,CRF,231,Acer231,sample,,Acer,Frozen,3,u68,"Near Condo1, Jim",24.48999977,-80.38999939,CRF,10/28/10,FKNMS-2011-150,Acer089 CRF CRF Frozen,35.81001322
Acer091,Mote,CRF,73,Acer73,sample,,Acer,Frozen,1,u63,North Dry Rocks,25.70000076,-80.16999817,CRF,10/28/10,FKNMS-2011-150,Acer091 CRF Mote Frozen,36.08119991
Acer091,CRF,CRF,210,Acer210,sample,,Acer,Frozen,3,u63,North Dry Rocks,25.70000076,-80.16999817,CRF,10/28/10,FKNMS-2011-150,Acer091 CRF CRF Frozen,36.22973893
Acer093,CRF,CRF,263,Acer263,sample,,Acer,Frozen,3,u65,Patch reef between North Dry Rocks and Dry Rocks,25.70000076,-80.16999817,CRF,11/7/10,FKNMS-2011-150,Acer093 CRF CRF Frozen,35.43471391
Acer093,Mote,CRF,10,Acer10,sample,,Acer,Frozen,1,u65,Patch reef between North Dry Rocks and Dry Rocks,25.70000076,-80.16999817,CRF,11/7/10,FKNMS-2011-150,Acer093 CRF Mote Frozen,35.93365329
Acer093,Mote,CRF,10,Acer10,sample,,Acer,Frozen,1,u65,Patch reef between North Dry Rocks and Dry Rocks,25.70000076,-80.16999817,CRF,11/7/10,FKNMS-2011-150,Acer093 CRF Mote Frozen,35.93365329
Acer097,CRF,CRF,239,Acer239,sample,,Acer,Frozen,3,u66,"Patch reef inside staghorn Nursery, Remnant",24.57999992,-80.26000214,CRF,11/7/10,FKNMS-2011-150,Acer097 CRF CRF Frozen,35.51049997
Acer097,Mote,CRF,79,Acer79,sample,,Acer,Frozen,1,u66,"Patch reef inside staghorn Nursery, Remnant",24.57999992,-80.26000214,CRF,11/7/10,FKNMS-2011-150,Acer097 CRF Mote Frozen,36.10730273
Acer103,CRF,CRF,266,Acer266,sample,,Acer,Frozen,3,u76,Lower Matecumbe ,24.48999977,-80.38999939,CRF,6/14/11,FKNMS-2011-150,Acer103 CRF CRF Frozen,35.71126225
Acer103,NSU,CRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.84940191
Acer103,Mote,CRF,68,Acer68b,sample,dup,Acer,Frozen,4,u76,Lower Matecumbe ,24.48999977,-80.38999939,CRF,6/14/11,FKNMS-2011-150,Acer103 CRF Mote Frozen,35.94680725
Acer103,Mote,CRF,68,Acer68c,sample,dup,Acer,Frozen,4,u76,Lower Matecumbe ,24.48999977,-80.38999939,CRF,6/14/11,FKNMS-2011-150,Acer103 CRF Mote Frozen,35.94680725
Acer103,Mote,CRF,68,Acer68,sample,dup,Acer,Frozen,1,u76,Lower Matecumbe ,24.48999977,-80.38999939,CRF,6/14/11,FKNMS-2011-150,Acer103 CRF Mote Frozen,35.94680725
Acer103,UM,CRF,145,Acer145,sample,,Acer,Frozen,2,u76,Lower Matecumbe ,24.48999977,-80.38999939,CRF,6/14/11,FKNMS-2011-150,Acer103 CRF UM Frozen,36.46989981
Acer117,Mote,CRF,9,Acer9,sample,,Acer,Frozen,1,KW13,Inshore of 9 Foot Stake #1,24.28000069,-81.44999695,CRF,12/7/05,FKNMS-2011-159-A3,Acer117 CRF Mote Frozen,35.60263368
Acer117,NSU,CRF,193,Acer193,sample,,Acer,Frozen,3,KW13,Inshore of 9 Foot Stake #1,24.28000069,-81.44999695,CRF,12/7/05,FKNMS-2011-159-A3,Acer117 CRF NSU Frozen,35.91033543
Acer117,CRF,CRF,223,Acer223,sample,dup,Acer,Frozen,3,KW13,Inshore of 9 Foot Stake #1,24.28000069,-81.44999695,CRF,12/7/05,FKNMS-2011-159-A3,Acer117 CRF CRF Frozen,36.09505447
Acer120,CRF,CRF,232,Acer232,sample,dup,Acer,Frozen,3,KW21,"Man Key, off Key West",24.29999924,-81.55000305,CRF,5/14/15,FKNMS-2011-159-A3,Acer120 CRF CRF Frozen,36.13226863
Acer120,Mote,CRF,38,Acer38,sample,,Acer,Frozen,1,KW21,"Man Key, off Key West",24.29999924,-81.55000305,CRF,5/14/15,FKNMS-2011-159-A3,Acer120 CRF Mote Frozen,36.19022363
Acer123,CRF,CRF,216,Acer216,sample,,Acer,Frozen,3,KW12,"Western Sambo, south end",24.28000069,-81.43000031,CRF,6/27/18,FKNMS-2011-159-A3,Acer123 CRF CRF Frozen,35.55993483
Acer123,Mote,CRF,89,Acer89,sample,,Acer,Frozen,1,KW12,"Western Sambo, south end",24.28000069,-81.43000031,CRF,6/27/18,FKNMS-2011-159-A3,Acer123 CRF Mote Frozen,35.8918415
Acer126,Mote,CRF,87,Acer87,sample,,Acer,Frozen,1,u99,"Turtle Rocks, inshore",25.15999985,-80.12000275,CRF,6/27/18,FKNMS-2011-159-A3,Acer126 CRF Mote Frozen,35.65744183
Acer126,CRF,CRF,211,Acer211,sample,,Acer,Frozen,3,u99,"Turtle Rocks, inshore",25.15999985,-80.12000275,CRF,6/27/18,FKNMS-2011-159-A3,Acer126 CRF CRF Frozen,36.0277771
Acer126,UM,CRF,173,Acer173,sample,,Acer,Frozen,3,u99,"Turtle Rocks, inshore",25.15999985,-80.12000275,CRF,6/27/18,FKNMS-2011-159-A3,Acer126 CRF UM Frozen,36.46673075
Acer127,Mote,CRF,44,Acer44,sample,,Acer,Frozen,1,u33,Patch Reef just off Triangle Marker off Tavernier,25,-80.26999664,CRF,5/13/08,FKNMS-2008-006,Acer127 CRF Mote Frozen,35.71844205
Acer127,CRF,CRF,262,Acer262,sample,,Acer,Frozen,3,u33,Patch Reef just off Triangle Marker off Tavernier,25,-80.26999664,CRF,5/13/08,FKNMS-2008-006,Acer127 CRF CRF Frozen,35.78889093
Acerv1,CRF,UM,219,Acer219,sample,,Acer,Frozen,3,,Patch Reef East of Old Rhodes Key,25.54716682,-80.66783142,UM,7/8/07,BISC-2009-SCI-0013,Acerv1 UM CRF Frozen,35.90197931
Acerv1,UM,UM,125,Acer125,sample,,Acer,Frozen,2,,Patch Reef East of Old Rhodes Key,25.54716682,-80.66783142,UM,7/8/07,BISC-2009-SCI-0013,Acerv1 UM UM Frozen,36.01481246
Acerv1,NSU,UM,202,Acer202,sample,,Acer,Frozen,3,,Patch Reef East of Old Rhodes Key,25.54716682,-80.66783142,UM,7/8/07,BISC-2009-SCI-0013,Acerv1 UM NSU Frozen,36.02817263
Acerv1,Mote,UM,5,Acer5,sample,,Acer,Frozen,1,,Patch Reef East of Old Rhodes Key,25.54716682,-80.66783142,UM,7/8/07,BISC-2009-SCI-0013,Acerv1 UM Mote Frozen,36.05718778
Acerv2,CRF,UM,214,Acer214,sample,,Acer,Frozen,3,,Patch Reef East of Old Rhodes Key,25.18000031,-80.11000061,UM,7/16/07,SAL-18-1723-SCRP,Acerv2 UM CRF Frozen,35.79923984
Acerv2,NSU,UM,195,Acer195,sample,,Acer,Frozen,3,,Patch Reef East of Old Rhodes Key,25.18000031,-80.11000061,UM,7/16/07,SAL-18-1723-SCRP,Acerv2 UM NSU Frozen,36.12012979
Acerv2,UM,UM,135,Acer135,sample,,Acer,Frozen,2,,Patch Reef East of Old Rhodes Key,25.18000031,-80.11000061,UM,7/16/07,SAL-18-1723-SCRP,Acerv2 UM UM Frozen,36.39541044
Acerv3,CRF,UM,213,Acer213,sample,,Acer,Frozen,3,,Patch Reef East of Old Rhodes Key,25.68283272,-80.15416718,UM,7/16/07,BISC-2009-SCI-0013,Acerv3 UM CRF Frozen,35.67935462
Acerv3,NSU,UM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.08505912
Acerv3,Mote,UM,102,Acer102,sample,,Acer,Frozen,2,,Patch Reef East of Old Rhodes Key,25.68283272,-80.15416718,UM,7/16/07,BISC-2009-SCI-0013,Acerv3 UM Mote Frozen,36.10528978
Acerv3,UM,UM,133,Acer133,sample,,Acer,Frozen,2,,Patch Reef East of Old Rhodes Key,25.68283272,-80.15416718,UM,7/16/07,BISC-2009-SCI-0013,Acerv3 UM UM Frozen,36.12035109
CheetosB,Mote,UM,49,Acer49,sample,,Acer,Frozen,1,,Patch Reef East of Old Rhodes Key,25.53516579,-81.03683472,UM,2009,BISC-2009-SCI-0013,CheetosB UM Mote Frozen,35.87247157
CheetosB,CRF,UM,254,Acer254,sample,,Acer,Frozen,3,,Patch Reef East of Old Rhodes Key,25.53516579,-81.03683472,UM,2009,BISC-2009-SCI-0013,CheetosB UM CRF Frozen,35.96525291
CheetosB,NSU,UM,183,Acer183,sample,,Acer,Frozen,3,,Patch Reef East of Old Rhodes Key,25.53516579,-81.03683472,UM,2009,BISC-2009-SCI-0013,CheetosB UM NSU Frozen,36.1352446
CheetosB,UM,UM,120,Acer120,sample,,Acer,Frozen,2,,Patch Reef East of Old Rhodes Key,25.53516579,-81.03683472,UM,2009,BISC-2009-SCI-0013,CheetosB UM UM Frozen,36.32102046
Coopers,CRF,UM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.90197931
Coopers,UM,UM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.01481246
Coopers,Mote,UM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.05718778
CoopersA,CRF,UM,208,Acer208R,sample,,Acer,Fresh,4,,Patch reef off of northern end of Sands Key,25.29999924,-80.06999969,UM,7/11/07,BISC-2009-SCI-0013,CoopersA UM CRF Fresh,NA
CoopersA,CRF,UM,269,Acer269,sample,,Acer,Frozen,2,,Patch reef off of northern end of Sands Key,25.29999924,-80.06999969,UM,7/11/07,BISC-2009-SCI-0013,CoopersA UM CRF Frozen,NA
CoopersA,Mote,UM,591,Acer591,sample,,Acer,Fresh,4,,Patch reef off of northern end of Sands Key,25.29999924,-80.06999969,UM,7/11/07,BISC-2009-SCI-0013,CoopersA UM Mote Fresh,NA
CoopersA,Mote,UM,90,Acer90,sample,,Acer,Frozen,1,,Patch reef off of northern end of Sands Key,25.29999924,-80.06999969,UM,7/11/07,BISC-2009-SCI-0013,CoopersA UM Mote Frozen,NA
CoopersA,UM,UM,174,Acer174,sample,,Acer,Frozen,3,,Patch reef off of northern end of Sands Key,25.29999924,-80.06999969,UM,7/11/07,BISC-2009-SCI-0013,CoopersA UM UM Frozen,NA
CoopersA,UM,UM,341,Acer341,sample,,Acer,Fresh,4,,Patch reef off of northern end of Sands Key,25.29999924,-80.06999969,UM,7/11/07,BISC-2009-SCI-0013,CoopersA UM UM Fresh,NA
DT1,CRF,FWC,235,Acer235,sample,dup,Acer,Frozen,3,C1441,,NA,NA,,,,DT1 FWC CRF Frozen,NA
DT1,FWC,FWC,17,Acer17,sample,,Acer,Frozen,1,C1441,,NA,NA,,,,DT1 FWC FWC Frozen,NA
DT1,UM,FWC,118,Acer118,sample,,Acer,Frozen,2,C1441,,NA,NA,,,,DT1 FWC UM Frozen,NA
DT2,CRF,FWC,220,Acer220,sample,,Acer,Frozen,3,C1446,,NA,NA,,,,DT2 FWC CRF Frozen,NA
DT2,FWC,FWC,16,Acer16,sample,,Acer,Frozen,1,C1446,,NA,NA,,,,DT2 FWC FWC Frozen,NA
DT2,UM,FWC,162,Acer162,sample,,Acer,Frozen,2,C1446,,NA,NA,,,,DT2 FWC UM Frozen,NA
Elkhorn,NSU,UM,186,Acer186,sample,,Acer,Frozen,3,,Elkhorn Reef; reef off of Totten Key,25.99900055,-81.84799957,UM,6/26/07,BISC-2009-SCI-0013,Elkhorn UM NSU Frozen,35.90766956
Elkhorn,Mote,UM,77,Acer77,sample,,Acer,Frozen,1,,Elkhorn Reef; reef off of Totten Key,25.99900055,-81.84799957,UM,6/26/07,BISC-2009-SCI-0013,Elkhorn UM Mote Frozen,35.90939763
Elkhorn,CRF,UM,212,Acer212,sample,dup,Acer,Frozen,3,,Elkhorn Reef; reef off of Totten Key,25.99900055,-81.84799957,UM,6/26/07,BISC-2009-SCI-0013,Elkhorn UM CRF Frozen,36.12010613
Elkhorn,UM,UM,137,Acer137,sample,,Acer,Frozen,2,,Elkhorn Reef; reef off of Totten Key,25.99900055,-81.84799957,UM,6/26/07,BISC-2009-SCI-0013,Elkhorn UM UM Frozen,36.26680046
FM12,UM,FWC,160,Acer160,sample,,Acer,Frozen,2,12,near Delta Shoal,24.63965034,-81.06620026,FWC,5/6/10,FKNMS-2015-129-A2,FM12 FWC UM Frozen,36.05375562
FM12,FWC,FWC,14,Acer14,sample,,Acer,Frozen,1,12,near Delta Shoal,24.63965034,-81.06620026,FWC,5/6/10,FKNMS-2015-129-A2,FM12 FWC FWC Frozen,36.12963447
FM13,FWC,FWC,26,Acer26,sample,,Acer,Frozen,1,13,Jeff's Patch,24.69766998,-80.95809937,FWC,5/5/10,FKNMS-2015-129-A2,FM13 FWC FWC Frozen,NA
FM13,UM,FWC,172,Acer172,sample,,Acer,Frozen,3,13,Jeff's Patch,24.69766998,-80.95809937,FWC,5/5/10,FKNMS-2015-129-A2,FM13 FWC UM Frozen,NA
FM14,FWC,FWC,30,Acer30,sample,,Acer,Frozen,1,14,Jeff's Patch,24.69755936,-80.95851898,FWC,5/5/10,FKNMS-2015-129-A2,FM14 FWC FWC Frozen,35.71580469
FM14,CRF,FWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.80732107
FM14,UM,FWC,108,Acer108,sample,,Acer,Frozen,2,14,Jeff's Patch,24.69755936,-80.95851898,FWC,5/5/10,FKNMS-2015-129-A2,FM14 FWC UM Frozen,35.82253051
FM19,CRF,FWC,274,Acer274,sample,,Acer,Frozen,2,19,off Long Key,24.77630043,-80.73651123,FWC,4/20/10,FKNMS-2015-129-A2,FM19 FWC CRF Frozen,NA
FM19,FWC,FWC,20,Acer20,sample,,Acer,Frozen,1,19,off Long Key,24.77630043,-80.73651123,FWC,4/20/10,FKNMS-2015-129-A2,FM19 FWC FWC Frozen,NA
FM19,UM,FWC,112,Acer112,sample,,Acer,Frozen,2,19,off Long Key,24.77630043,-80.73651123,FWC,4/20/10,FKNMS-2015-129-A2,FM19 FWC UM Frozen,NA
FM20,FWC,FWC,24,Acer24,sample,,Acer,Frozen,1,20,off Long Key,24.77885056,-80.73490143,FWC,4/20/10,FKNMS-2015-129-A2,FM20 FWC FWC Frozen,35.54527916
FM20,UM,FWC,157,Acer157,sample,,Acer,Frozen,2,20,off Long Key,24.77885056,-80.73490143,FWC,4/20/10,FKNMS-2015-129-A2,FM20 FWC UM Frozen,35.68756489
FM20,NSU,FWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.14030032
FM21,NSU,FWC,190,Acer190,sample,,Acer,Frozen,3,21,Stag party,24.75824928,-80.76598358,FWC,1/19/11,FKNMS-2015-129-A2,FM21 FWC NSU Frozen,35.94570077
FM21,UM,FWC,126,Acer126,sample,,Acer,Frozen,2,21,Stag party,24.75824928,-80.76598358,FWC,1/19/11,FKNMS-2015-129-A2,FM21 FWC UM Frozen,35.96761469
FM21,FWC,FWC,21,Acer21,sample,,Acer,Frozen,1,21,Stag party,24.75824928,-80.76598358,FWC,1/19/11,FKNMS-2015-129-A2,FM21 FWC FWC Frozen,NA
FM6,FWC,FWC,27,Acer27,sample,,Acer,Frozen,1,6,Off Grassy Key,24.70216942,-80.9386673,FWC,3/18/10,FKNMS-2015-129-A2,FM6 FWC FWC Frozen,35.74860312
FM6,UM,FWC,147,Acer147,sample,,Acer,Frozen,2,6,Off Grassy Key,24.70216942,-80.9386673,FWC,3/18/10,FKNMS-2015-129-A2,FM6 FWC UM Frozen,35.96761469
FM9,FWC,FWC,23,Acer23,sample,,Acer,Frozen,1,9,East Washerwoman Shoal,24.6642704,-81.07655334,FWC,4/28/10,FKNMS-2015-129-A2,FM9 FWC FWC Frozen,35.71580469
FM9,UM,FWC,161,Acer161,sample,,Acer,Frozen,2,9,East Washerwoman Shoal,24.6642704,-81.07655334,FWC,4/28/10,FKNMS-2015-129-A2,FM9 FWC UM Frozen,35.82253051
FM9,NSU,FWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.94102934
Kelseys1,CRF,UM,279,Acer279,sample,,Acer,Frozen,2,,Patch Reef East of the southern end of Elliot Key,25.56399918,-81.66200256,UM,2009,BISC-2009-SCI-0013,Kelseys1 UM CRF Frozen,35.69562916
Kelseys1,CRF,UM,413,Acer413,sample,,Acer,Fresh,4,,Patch Reef East of the southern end of Elliot Key,25.56399918,-81.66200256,UM,2009,BISC-2009-SCI-0013,Kelseys1 UM CRF Fresh,35.69562916
Kelseys1,Mote,UM,595,Acer595,sample,,Acer,Fresh,4,,Patch Reef East of the southern end of Elliot Key,25.56399918,-81.66200256,UM,2009,BISC-2009-SCI-0013,Kelseys1 UM Mote Fresh,36.12108116
Kelseys1,Mote,UM,69,Acer69,sample,dup,Acer,Frozen,1,,Patch Reef East of the southern end of Elliot Key,25.56399918,-81.66200256,UM,2009,BISC-2009-SCI-0013,Kelseys1 UM Mote Frozen,36.12108116
Kelseys1,Mote,UM,69,Acer69b,sample,dup,Acer,Frozen,4,,Patch Reef East of the southern end of Elliot Key,25.56399918,-81.66200256,UM,2009,BISC-2009-SCI-0013,Kelseys1 UM Mote Frozen,36.12108116
Kelseys1,UM,UM,168,Acer168,sample,,Acer,Frozen,3,,Patch Reef East of the southern end of Elliot Key,25.56399918,-81.66200256,UM,2009,BISC-2009-SCI-0013,Kelseys1 UM UM Frozen,36.19529326
Kelseys1,UM,UM,343,Acer343,sample,,Acer,Fresh,4,,Patch Reef East of the southern end of Elliot Key,25.56399918,-81.66200256,UM,2009,BISC-2009-SCI-0013,Kelseys1 UM UM Fresh,36.19529326
Marker9,CRF,UM,237,Acer237,sample,,Acer,Frozen,3,,"Patch Reef off of Sands Key, by Marker 9",26.00300026,-81.42099762,UM,7/11/07,BISC-2009-SCI-0013,Marker9 UM CRF Frozen,35.90197931
Marker9,CRF,UM,504,Acer504,sample,,Acer,Fresh,4,,"Patch Reef off of Sands Key, by Marker 9",26.00300026,-81.42099762,UM,7/11/07,BISC-2009-SCI-0013,Marker9 UM CRF Fresh,35.90197931
Marker9,UM,UM,130,Acer130,sample,,Acer,Frozen,2,,"Patch Reef off of Sands Key, by Marker 9",26.00300026,-81.42099762,UM,7/11/07,BISC-2009-SCI-0013,Marker9 UM UM Frozen,36.01481246
Marker9,UM,UM,358,Acer358,sample,,Acer,Fresh,4,,"Patch Reef off of Sands Key, by Marker 9",26.00300026,-81.42099762,UM,7/11/07,BISC-2009-SCI-0013,Marker9 UM UM Fresh,36.01481246
Marker9,Mote,UM,596,Acer596,sample,,Acer,Fresh,4,,"Patch Reef off of Sands Key, by Marker 9",26.00300026,-81.42099762,UM,7/11/07,BISC-2009-SCI-0013,Marker9 UM Mote Fresh,36.05718778
Marker9,Mote,UM,54,Acer54,sample,,Acer,Frozen,1,,"Patch Reef off of Sands Key, by Marker 9",26.00300026,-81.42099762,UM,7/11/07,BISC-2009-SCI-0013,Marker9 UM Mote Frozen,36.05718778
MiamiBeachD,CRF,UM,207,Acer207,sample,dup,Acer,Frozen,3,,Miami Beach,26.39800072,-80.82800293,UM,2009,BISC-2009-SCI-0013,MiamiBeachD UM CRF Frozen,36.02479335
MiamiBeachD,CRF,UM,236,Acer236R,sample,,Acer,Fresh,4,,Miami Beach,26.39800072,-80.82800293,UM,2009,BISC-2009-SCI-0013,MiamiBeachD UM CRF Fresh,36.02479335
MiamiBeachD,Mote,UM,61,Acer61,sample,,Acer,Frozen,1,,Miami Beach,26.39800072,-80.82800293,UM,2009,BISC-2009-SCI-0013,MiamiBeachD UM Mote Frozen,36.04069787
MiamiBeachD,Mote,UM,594,Acer594,sample,,Acer,Fresh,4,,Miami Beach,26.39800072,-80.82800293,UM,2009,BISC-2009-SCI-0013,MiamiBeachD UM Mote Fresh,36.04069787
MiamiBeachD,UM,UM,364,Acer364,sample,,Acer,Fresh,4,,Miami Beach,26.39800072,-80.82800293,UM,2009,BISC-2009-SCI-0013,MiamiBeachD UM UM Fresh,36.16327876
MiamiBeachD,UM,UM,113,Acer113,sample,,Acer,Frozen,2,,Miami Beach,26.39800072,-80.82800293,UM,2009,BISC-2009-SCI-0013,MiamiBeachD UM UM Frozen,36.16327876
ML1,Mote,Mote,81,Acer81,sample,,Acer,Frozen,1,NA,NA,NA,NA,NA,NA,NA,ML1 Mote Mote Frozen,NA
ML10,UM,Mote,402,Acer402,sample,,Acer,Fresh,4,10,Chad's nearshore heads,24.61515045,-81.37917328,Mote,2/23/08,FKNMS-2007-041 (TNC - Meaghan Johnson),ML10 Mote UM Fresh,35.82081011
ML10,UM,Mote,159,Acer159,sample,,Acer,Frozen,2,10,Chad's nearshore heads,24.61515045,-81.37917328,Mote,2/23/08,FKNMS-2007-041 (TNC - Meaghan Johnson),ML10 Mote UM Frozen,35.82081011
ML10,Mote,Mote,547,Acer547,sample,,Acer,Fresh,4,10,Chad's nearshore heads,24.61515045,-81.37917328,Mote,2/23/08,FKNMS-2007-041 (TNC - Meaghan Johnson),ML10 Mote Mote Fresh,36.05766126
ML10,Mote,Mote,100,Acer100,sample,,Acer,Frozen,2,10,Chad's nearshore heads,24.61515045,-81.37917328,Mote,2/23/08,FKNMS-2007-041 (TNC - Meaghan Johnson),ML10 Mote Mote Frozen,36.05766126
ML10,CRF,Mote,212,Acer212R,sample,,Acer,Fresh,4,10,Chad's nearshore heads,24.61515045,-81.37917328,Mote,2/23/08,FKNMS-2007-041 (TNC - Meaghan Johnson),ML10 Mote CRF Fresh,36.07354296
ML10,CRF,Mote,241,Acer241,sample,,Acer,Frozen,3,10,Chad's nearshore heads,24.61515045,-81.37917328,Mote,2/23/08,FKNMS-2007-041 (TNC - Meaghan Johnson),ML10 Mote CRF Frozen,36.07354296
ML13,Mote,Mote,548,Acer548,sample,,Acer,Fresh,4,13,Munson Reef,24.59592056,-81.37162018,Mote,12/1/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML13 Mote Mote Fresh,35.42166706
ML13,Mote,Mote,64,Acer64,sample,,Acer,Frozen,1,13,Munson Reef,24.59592056,-81.37162018,Mote,12/1/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML13 Mote Mote Frozen,35.42166706
ML13,CRF,Mote,253,Acer253,sample,,Acer,Frozen,3,13,Munson Reef,24.59592056,-81.37162018,Mote,12/1/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML13 Mote CRF Frozen,35.69961311
ML13,CRF,Mote,207,Acer207R,sample,,Acer,Fresh,4,13,Munson Reef,24.59592056,-81.37162018,Mote,12/1/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML13 Mote CRF Fresh,35.69961311
ML13,UM,Mote,141,Acer141,sample,,Acer,Frozen,2,13,Munson Reef,24.59592056,-81.37162018,Mote,12/1/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML13 Mote UM Frozen,35.74167086
ML13,UM,Mote,398,Acer398,sample,,Acer,Fresh,4,13,Munson Reef,24.59592056,-81.37162018,Mote,12/1/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML13 Mote UM Fresh,35.74167086
ML13,NSU,Mote,196,Acer196,sample,,Acer,Frozen,3,13,Munson Reef,24.59592056,-81.37162018,Mote,12/1/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML13 Mote NSU Frozen,36.01104931
ML20,CRF,Mote,410,Acer410,sample,,Acer,Fresh,4,20,nearshore field trial site,24.62166977,-81.36312866,Mote,12/15/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML20 Mote CRF Fresh,35.28729688
ML20,CRF,Mote,247,Acer247,sample,,Acer,Frozen,2,20,nearshore field trial site,24.62166977,-81.36312866,Mote,12/15/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML20 Mote CRF Frozen,35.28729688
ML20,Mote,Mote,50,Acer50,sample,,Acer,Frozen,1,20,nearshore field trial site,24.62166977,-81.36312866,Mote,12/15/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML20 Mote Mote Frozen,35.48905933
ML20,Mote,Mote,538,Acer538,sample,,Acer,Fresh,4,20,nearshore field trial site,24.62166977,-81.36312866,Mote,12/15/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML20 Mote Mote Fresh,35.48905933
ML20,UM,Mote,406,Acer406,sample,,Acer,Fresh,4,20,nearshore field trial site,24.62166977,-81.36312866,Mote,12/15/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML20 Mote UM Fresh,35.76973321
ML20,UM,Mote,110,Acer110,sample,,Acer,Frozen,2,20,nearshore field trial site,24.62166977,-81.36312866,Mote,12/15/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML20 Mote UM Frozen,35.76973321
ML20,NSU,Mote,191,Acer191,sample,,Acer,Frozen,3,20,nearshore field trial site,24.62166977,-81.36312866,Mote,12/15/09,FKNMS-2009-099 (TNC - Meaghan Johnson),ML20 Mote NSU Frozen,36.04570976
ML29,Mote,Mote,2,Acer2,sample,,Acer,Frozen,1,NA,NA,NA,NA,NA,NA,NA,ML29 Mote Mote Frozen,NA
ML3,Mote,Mote,101,Acer101,sample,,Acer,Frozen,2,NA,NA,NA,NA,NA,NA,NA,ML3 Mote Mote Frozen,NA
ML31,Mote,Mote,76,Acer76,sample,,Acer,Frozen,1,NA,NA,NA,NA,NA,NA,NA,ML31 Mote Mote Frozen,NA
ML34,Mote,Mote,85,Acer85,sample,,Acer,Frozen,1,NA,NA,NA,NA,NA,NA,NA,ML34 Mote Mote Frozen,NA
ML36,Mote,Mote,31,Acer31,sample,,Acer,Frozen,1,36,offshore patch N. of Looe Key,24.56150055,-81.40788269,Mote,4/1/10,FKNMS-2009-099 (TNC - Meaghan Johnson),ML36 Mote Mote Frozen,35.92409332
ML36,CRF,Mote,273,Acer273,sample,,Acer,Frozen,2,36,offshore patch N. of Looe Key,24.56150055,-81.40788269,Mote,4/1/10,FKNMS-2009-099 (TNC - Meaghan Johnson),ML36 Mote CRF Frozen,36.02476774
